DATE,Wind,Precip,Snow,SnowDepth,Temp,TempHigh,TempLow,FastestWindDirection,FastestWindSpeed
1/7/20,4.03,0,0,0,33,38,25,150,18.1
1/8/20,14.54,0.02,0.4,0,32,36,19,290,33.1
1/9/20,6.26,0,0,0,25,45,16,130,13
1/10/20,5.14,0.14,0,0,47,55,44,200,15
1/11/20,10.29,0.08,0,0,59,71,53,270,25.9
1/12/20,11.18,0,0,0,49,62,36,250,30
1/13/20,4.7,0,0,0,39,50,30,250,15
1/14/20,5.14,0,0,0,40,51,34,240,15
1/15/20,5.14,0.02,0,0,41,53,32,280,23.9
1/16/20,19.01,0.04,0.5,0,41,51,24,290,30
1/17/20,8.28,0.02,0.5,1.2,26,29,23,320,21.9
1/18/20,11.86,0.72,1.4,1.2,30,47,23,280,30
1/19/20,15.21,0.01,0.3,0,28,37,15,280,28
1/20/20,7.61,0,0.1,0,18,26,13,340,15
1/21/20,4.7,0,0,0,20,24,13,310,12.1
1/22/20,2.01,0,0,0,20,36,9,160,8.9
1/23/20,2.46,0,0,0,30,45,19,70,12.1
1/24/20,7.38,1.04,0,0,39,44,36,130,16.1
1/25/20,7.61,0.19,0.1,0,41,43,33,260,16.1
1/26/20,10.29,0.03,0.5,1.2,33,33,31,230,16.1
1/27/20,9.17,0.01,0,0,33,34,32,290,15
1/28/20,8.95,0.01,0,0,33,35,31,300,15
1/29/20,6.93,0,0,0,31,34,25,360,14.1
1/30/20,2.68,0,0,0,27,33,22,300,8.1
1/31/20,2.01,0.05,0.3,0,32,39,30,350,6.9
2/1/20,6.04,0.06,0.7,0,32,34,30,240,12.1
2/2/20,12.53,0.03,0.2,0,38,54,31,290,25.9
2/3/20,7.16,0,0,0,48,62,34,200,17
2/4/20,11.18,0.27,0,0,54,60,32,360,21.9
2/5/20,9.4,0.33,0,0,33,36,30,360,17
2/6/20,5.82,0.35,0,0,36,40,32,310,17
2/7/20,13.2,0.36,5.1,3.1,30,32,24,290,25.1
2/8/20,6.49,0.02,0,2,27,32,23,220,14.1
2/9/20,6.71,0.04,0,2,31,41,29,200,16.1
2/10/20,8.72,0.38,0,0,42,47,39,210,21
2/11/20,7.61,0.04,0.1,0,36,39,32,270,14.1
2/12/20,5.82,0.41,0.7,0,33,36,26,60,14.1
2/13/20,10.74,0.29,0.5,0,33,35,26,320,29.1
2/14/20,11.18,0.01,0.2,0,23,26,12,310,23.9
2/15/20,4.92,0,0,0,19,35,8,170,15
2/16/20,5.14,0,0,0,36,40,27,280,12.1
2/17/20,4.92,0,0,0,32,46,21,70,14.1
2/18/20,10.51,0.03,0,0,47,51,35,300,21
2/19/20,9.84,0,0,0,35,39,25,300,19.9
2/20/20,7.16,0,0,0,26,28,16,330,16.1
2/21/20,6.26,0,0,0,21,33,11,270,14.1
2/22/20,8.28,0,0,0,31,46,22,240,18.1
2/23/20,7.38,0,0,0,38,51,26,210,19.9
2/24/20,5.14,0,0,0,45,54,35,230,18.1
2/25/20,2.68,0.11,0,0,45,48,41,60,8.9
2/26/20,6.71,0.5,0,0,45,49,31,280,21
2/27/20,16.55,0.07,1.3,0,28,31,21,290,29.1
2/28/20,12.08,0,0,0,25,32,20,280,23.9
2/29/20,12.97,0,0,0,24,32,18,300,21.9
3/1/20,6.26,0,0,0,30,47,19,200,16.1
3/2/20,10.51,0.05,0,0,47,57,39,210,23.9
3/3/20,8.5,0.58,0,0,49,56,39,300,33.1
3/4/20,10.29,0,0,0,42,53,34,290,29.1
3/5/20,3.58,0,0,0,38,50,25,200,14.1
3/6/20,11.86,0.06,0.1,0,37,41,29,330,29.1
3/7/20,9.17,0,0,0,34,42,29,330,21.9
3/8/20,6.49,0,0,0,41,60,28,210,14.1
3/9/20,8.95,0,0,0,55,66,46,220,21
3/10/20,13.2,0.14,0,0,54,61,38,330,25.9
3/11/20,3.36,0,0,0,40,47,37,130,10.1
3/12/20,4.25,0,0,0,50,64,42,170,17
3/13/20,14.54,0.12,0,0,55,57,40,300,33.1
3/14/20,5.82,0.16,0.7,0,40,44,31,30,14.1
3/15/20,6.71,0.01,0.2,1.2,37,51,32,10,14.1
3/16/20,6.26,0.07,0,0,39,47,28,120,17
3/17/20,7.16,0.05,0,0,43,45,39,300,16.1
3/18/20,7.16,0.75,0,0,42,56,28,210,23
3/19/20,7.83,0.42,0,0,54,65,49,190,16.1
3/20/20,15.88,0.9,0,0,62,72,37,300,31.1
3/21/20,9.4,0,0,0,35,37,29,350,19.9
3/22/20,10.07,0,0,0,36,50,28,120,21
3/23/20,9.84,0.23,0,0,44,48,39,300,21
3/24/20,5.82,0,0,0,40,44,37,60,12.1
3/25/20,5.14,0.19,0,0,45,55,42,90,14.1
3/26/20,6.04,0.05,0,0,51,68,36,210,17
3/27/20,4.25,0.17,0,0,53,58,49,350,10.1
3/28/20,4.7,0.81,0,0,58,72,50,100,21.9
3/29/20,14.76,0.05,0,0,67,77,57,210,35.1
3/30/20,13.2,0,0,0,52,57,41,240,25.1
3/31/20,4.92,0.02,0,0,42,46,38,330,16.1
4/1/20,8.5,0.04,0,0,45,53,38,330,21.9
4/2/20,13.42,0,0,0,44,58,32,310,28
4/3/20,12.53,0,0,0,47,60,32,300,23.9
4/4/20,3.8,0,0,0,48,64,34,320,12.1
4/5/20,6.26,0.01,0,0,53,65,41,330,15
4/6/20,2.91,0,0,0,48,65,35,360,8.9
4/7/20,4.7,0.12,0,0,55,64,48,250,14.1
4/8/20,8.95,0.56,0,0,60,70,50,310,59.9
4/9/20,16.78,0.12,0,0,51,57,34,310,35.1
4/10/20,17,0.02,0.1,0,37,43,32,300,32
4/11/20,7.38,0,0,0,41,54,32,270,17
4/12/20,7.61,0.15,0,0,51,69,39,170,21
4/13/20,12.3,0.51,0,0,57,62,40,290,31.1
4/14/20,8.05,0,0,0,41,44,33,300,21
4/15/20,9.4,0.04,0,0,38,48,28,260,21
4/16/20,10.29,0,0,0,35,44,29,290,23.9
4/17/20,5.59,0.59,0,0,38,47,29,230,16.1
4/18/20,10.51,0.08,0,0,41,49,34,290,18.1
4/19/20,8.95,0,0,0,45,56,34,230,18.1
4/20/20,7.16,0,0,0,48,59,38,280,16.1
4/21/20,18.34,0.05,0,0,47,52,35,290,35.1
4/22/20,9.4,0,0,0,38,48,29,320,21.9
4/23/20,5.37,0.15,0,0,46,61,37,210,13
4/24/20,8.5,0.02,0,0,52,66,47,310,17
4/25/20,5.82,0.1,0,0,53,67,39,130,14.1
4/26/20,7.16,1.19,0,0,53,56,42,10,21
4/27/20,10.29,0,0,0,47,59,40,340,21.9
4/28/20,6.93,0,0,0,52,60,47,220,13
4/29/20,12.3,0.41,0,0,61,75,51,150,25.9
4/30/20,9.62,0.43,0,0,54,58,46,250,21.9
5/1/20,9.62,0,0,0,48,54,43,310,21.9
5/2/20,7.83,0,0,0,52,70,37,200,18.1
5/3/20,7.38,0,0,0,67,75,57,320,18.1
5/4/20,12.3,0,0,0,56,60,42,320,21.9
5/5/20,5.37,0.07,0,0,44,53,35,70,13
5/6/20,10.96,0.28,0,0,44,54,38,310,25.1
5/7/20,8.95,0,0,0,48,63,32,290,31.1
5/8/20,9.84,0.15,0,0,46,49,30,360,25.1
5/9/20,11.63,0,0,0,34,43,28,300,28
5/10/20,9.4,0.07,0,0,46,61,35,280,32
5/11/20,13.2,0.05,0,0,42,43,38,290,23.9
5/12/20,8.95,0,0,0,44,55,37,290,21.9
5/13/20,3.58,0,0,0,50,64,34,310,21
5/14/20,5.82,0.08,0,0,55,70,42,230,16.1
5/15/20,10.29,0.16,0,0,68,79,59,240,25.1
5/16/20,4.7,0,0,0,65,75,56,50,13
5/17/20,9.62,0,0,0,69,81,61,110,17
5/18/20,11.86,0,0,0,69,80,61,110,21.9
5/19/20,16.55,0.23,0,0,63,69,57,130,30
5/20/20,12.75,0,0,0,59,68,52,120,23
5/21/20,11.41,0,0,0,60,72,50,150,21.9
5/22/20,4.47,0.34,0,0,62,70,56,110,8.9
5/23/20,2.01,0,0,0,64,77,54,300,8.9
5/24/20,5.82,0,0,0,69,81,57,140,14.1
5/25/20,4.92,0,0,0,73,86,61,180,12.1
5/26/20,6.71,0,0,0,77,88,62,110,18.1
5/27/20,7.16,0,0,0,74,82,64,120,19.9
5/28/20,6.93,0.35,0,0,72,80,65,210,18.1
5/29/20,10.29,0.41,0,0,71,79,57,310,28
5/30/20,6.93,0,0,0,60,70,50,340,21
5/31/20,8.05,0,0,0,57,62,47,340,18.1
6/1/20,3.8,0,0,0,56,71,40,280,17
6/2/20,8.5,0.01,0,0,66,83,54,250,19.9
6/3/20,11.63,0,0,0,77,85,70,260,23
6/4/20,6.49,0.56,0,0,73,85,64,300,42.9
6/5/20,3.36,0,0,0,68,76,63,290,12.1
6/6/20,9.84,0,0,0,74,83,64,290,21.9
6/7/20,7.61,0,0,0,68,76,53,300,17
6/8/20,1.79,0,0,0,67,82,52,120,8.1
6/9/20,4.03,0,0,0,74,90,57,210,14.1
6/10/20,10.07,0.73,0,0,81,89,67,260,29.1
6/11/20,9.17,0,0,0,71,76,63,290,19.9
6/12/20,8.5,0,0,0,68,78,57,340,25.9
6/13/20,5.59,0.02,0,0,62,70,54,10,14.1
6/14/20,9.4,0,0,0,62,73,51,130,16.1
6/15/20,6.04,0,0,0,64,75,57,120,14.1
6/16/20,3.8,0,0,0,68,79,54,100,15
6/17/20,5.82,0,0,0,68,76,58,100,14.1
6/18/20,8.5,0.04,0,0,71,79,65,100,18.1
6/19/20,4.47,0.15,0,0,69,78,62,290,21
6/20/20,2.68,0,0,0,69,85,58,320,10.1
6/21/20,4.03,0,0,0,76,88,63,300,14.1
6/22/20,6.26,0.14,0,0,74,83,65,210,21.9
6/23/20,9.62,0.01,0,0,71,78,63,210,23
6/24/20,8.5,0,0,0,69,78,57,300,21
6/25/20,5.37,0.02,0,0,68,81,56,300,32
6/26/20,8.28,0,0,0,71,85,62,220,18.1
6/27/20,9.84,0.59,0,0,73,80,68,230,21
6/28/20,6.49,0.03,0,0,72,83,64,340,16.1
6/29/20,4.25,0,0,0,73,86,59,310,14.1
6/30/20,6.04,0,0,0,76,88,62,20,15
7/1/20,7.38,0,0,0,75,84,65,40,15
7/2/20,5.82,0,0,0,76,89,63,330,16.1
7/3/20,6.71,0,0,0,79,91,64,300,15
7/4/20,6.26,0,0,0,81,91,70,350,15
7/5/20,3.8,0,0,0,80,93,65,280,12.1
7/6/20,4.92,0,0,0,82,94,68,300,15
7/7/20,4.03,0.83,0,0,79,93,66,330,29.1
7/8/20,2.68,0,0,0,76,90,65,310,8.9
7/9/20,3.8,0.44,0,0,81,91,70,40,29.1
7/10/20,4.03,0.13,0,0,78,90,68,280,33.1
7/11/20,8.95,0.1,0,0,72,82,67,300,21.9
7/12/20,4.47,0,0,0,73,82,64,300,19.9
7/13/20,6.04,0,0,0,71,82,63,330,18.1
7/14/20,2.91,0,0,0,71,83,56,330,13
7/15/20,3.58,0,0,0,75,88,62,100,12.1
7/16/20,8.95,0.08,0,0,80,88,72,200,25.1
7/17/20,4.03,0,0,0,79,87,70,260,12.1
7/18/20,4.25,0,0,0,78,90,65,230,13
7/19/20,8.28,0,0,0,82,92,74,230,18.1
7/20/20,7.16,0,0,0,80,90,72,300,17
7/21/20,3.58,0.2,0,0,77,83,71,340,18.1
7/22/20,6.71,0.19,0,0,76,85,69,320,19.9
7/23/20,5.37,0.89,0,0,75,82,70,310,21
7/24/20,5.14,0,0,0,76,86,70,350,14.1
7/25/20,2.91,0,0,0,77,87,65,300,13
7/26/20,5.14,0,0,0,78,88,65,290,16.1
7/27/20,7.83,0.24,0,0,80,92,70,320,29.1
7/28/20,6.71,0,0,0,75,85,70,300,16.1
7/29/20,5.82,0,0,0,76,88,64,230,16.1
7/30/20,3.8,0,0,0,75,81,68,200,15
7/31/20,7.83,0,0,0,76,87,68,340,16.1
8/1/20,4.7,0.61,0,0,74,79,68,30,14.1
8/2/20,10.51,0.43,0,0,73,77,66,230,23
8/3/20,5.14,0,0,0,72,82,63,340,17
8/4/20,6.71,0.66,0,0,71,80,64,280,28
8/5/20,5.14,0,0,0,67,77,60,270,14.1
8/6/20,5.14,0,0,0,69,82,60,330,10.1
8/7/20,7.16,0,0,0,74,83,62,330,14.1
8/8/20,4.92,0,0,0,73,82,62,330,14.1
8/9/20,3.36,0,0,0,73,86,59,260,13
8/10/20,4.25,0,0,0,78,90,65,220,12.1
8/11/20,6.93,0.01,0,0,77,87,68,210,15
8/12/20,5.82,0,0,0,78,89,68,360,17
8/13/20,5.37,0,0,0,78,92,69,80,17
8/14/20,6.71,0,0,0,80,89,71,90,16.1
8/15/20,6.71,0,0,0,74,76,63,150,18.1
8/16/20,6.04,0,0,0,70,81,59,140,14.1
8/17/20,4.7,0,0,0,73,83,63,290,16.1
8/18/20,6.71,0,0,0,70,81,59,320,18.1
8/19/20,8.5,0,0,0,68,78,55,360,16.1
8/20/20,2.46,0,0,0,69,85,52,230,12.1
8/21/20,2.68,0,0,0,73,87,60,180,12.1
8/22/20,4.47,0,0,0,76,90,63,130,29.1
8/23/20,4.47,0.01,0,0,75,88,64,300,14.1
8/24/20,6.71,0.05,0,0,78,89,67,290,17
8/25/20,8.95,0.01,0,0,78,93,63,350,25.9
8/26/20,5.82,0,0,0,71,86,57,230,15
8/27/20,8.28,0.93,0,0,78,87,68,300,40.9
8/28/20,6.71,2.85,0,0,72,82,68,360,30
8/29/20,10.29,0,0,0,73,83,63,300,29.1
8/30/20,5.37,0,0,0,67,76,57,310,13
8/31/20,6.26,0.01,0,0,66,75,58,120,14.1
9/1/20,5.37,0.12,0,0,73,83,67,310,14.1
9/2/20,7.83,0.25,0,0,74,81,69,250,17
9/3/20,3.58,0.04,0,0,70,75,65,230,10.1
9/4/20,7.61,0,0,0,71,77,55,290,17
9/5/20,5.82,0,0,0,64,77,50,280,15
9/6/20,4.7,0,0,0,68,77,57,220,10.1
9/7/20,7.38,0.17,0,0,68,80,61,340,21.9
9/8/20,2.46,0,0,0,72,85,61,130,12.1
9/9/20,2.24,0,0,0,74,87,62,160,10.1
9/10/20,5.82,0,0,0,74,87,63,330,17
9/11/20,6.49,0,0,0,69,74,63,350,13
9/12/20,8.5,0,0,0,69,81,60,130,15
9/13/20,6.71,0.06,0,0,70,76,63,10,15
9/14/20,9.62,0,0,0,66,71,53,320,23
9/15/20,2.01,0,0,0,56,69,45,130,8.1
9/16/20,2.91,0,0,0,58,75,45,210,10.1
9/17/20,5.59,0,0,0,63,73,53,360,14.1
9/18/20,12.3,0,0,0,60,67,48,360,21
9/19/20,4.47,0,0,0,52,63,39,100,13
9/20/20,4.92,0,0,0,52,68,40,100,15
9/21/20,2.46,0,0,0,54,67,40,130,13
9/22/20,2.24,0,0,0,54,70,38,310,12.1
9/23/20,4.92,0,0,0,61,78,48,310,16.1
9/24/20,2.24,0,0,0,65,76,56,290,10.1
9/25/20,3.8,0,0,0,64,78,52,80,13
9/26/20,2.68,0,0,0,65,78,54,250,12.1
9/27/20,6.49,0,0,0,67,77,56,190,16.1
9/28/20,9.17,0.03,0,0,69,80,58,310,23.9
9/29/20,5.14,0.16,0,0,60,60,53,290,18.1
9/30/20,11.18,0.09,0,0,56,63,49,210,25.9
10/1/20,7.38,0.08,0,0,56,63,45,320,21.9
10/2/20,6.26,0,0,0,49,58,41,290,17
10/3/20,1.12,0,0,0,48,60,35,240,8.9
10/4/20,4.7,0.25,0,0,53,66,45,290,25.9
10/5/20,4.92,0,0,0,52,59,42,290,13
10/6/20,6.26,0,0,0,50,67,36,200,16.1
10/7/20,12.08,0,0,0,63,75,53,290,30
10/8/20,6.26,0,0,0,56,65,43,340,17
10/9/20,4.03,0,0,0,56,74,41,210,15
10/10/20,8.72,0,0,0,66,75,61,240,18.1
10/11/20,5.59,0,0,0,65,69,61,100,12.1
10/12/20,12.08,0,0,0,63,70,58,130,21
10/13/20,8.5,0.12,0,0,59,65,45,320,23
10/14/20,4.7,0,0,0,55,69,46,230,14.1
10/15/20,11.18,0.17,0,0,62,72,47,220,25.1
10/16/20,6.04,0.15,0,0,49,55,36,330,14.1
10/17/20,4.7,0,0,0,44,58,30,250,17
10/18/20,6.71,0,0,0,51,62,41,220,17
10/19/20,2.91,0.38,0,0,55,58,51,160,12.1
10/20/20,3.36,0.17,0,0,57,59,55,340,10.1
10/21/20,5.37,0,0,0,62,73,53,260,17
10/22/20,2.91,0,0,0,66,79,56,240,15
10/23/20,6.26,0.28,0,0,65,78,55,240,18.1
10/24/20,10.29,0.18,0,0,55,63,42,330,21
10/25/20,7.83,0,0,0,45,58,39,70,15
10/26/20,6.26,0.02,0,0,49,55,40,340,15
10/27/20,3.13,0.05,0,0,48,51,45,360,10.1
10/28/20,3.8,0.1,0,0,49,52,47,310,10.1
10/29/20,9.84,1.08,0,0,49,50,45,20,17
10/30/20,9.62,0.26,0,0,44,45,32,340,21.9
10/31/20,4.03,0,0,0,37,49,27,150,15
11/1/20,16.11,0.07,0,0,45,54,32,290,36
11/2/20,14.99,0.03,0.5,1.2,35,43,30,280,25.1
11/3/20,7.83,0,0,0,43,56,35,280,16.1
11/4/20,6.04,0,0,0,52,67,38,210,16.1
11/5/20,5.37,0,0,0,55,69,40,210,18.1
11/6/20,3.58,0,0,0,56,68,42,220,13
11/7/20,1.12,0,0,0,53,72,38,170,8.1
11/8/20,0.89,0,0,0,54,74,38,50,6.9
11/9/20,2.46,0,0,0,56,75,41,150,10.1
11/10/20,5.37,0,0,0,61,76,51,220,14.1
11/11/20,6.04,0.52,0,0,63,65,46,330,19.9
11/12/20,6.26,0,0,0,48,53,35,10,14.1
11/13/20,5.82,0,0,0,42,54,31,290,21.9
11/14/20,4.03,0,0,0,38,47,29,130,12.1
11/15/20,14.32,0.13,0,0,49,59,38,280,32
11/16/20,10.74,0.01,0,0,43,49,37,290,23.9
11/17/20,12.97,0.03,0.3,0,37,42,31,300,31.1
11/18/20,7.16,0,0,0,34,41,31,290,13
11/19/20,10.07,0,0,0,42,62,30,210,21.9
11/20/20,10.07,0,0,0,58,62,54,250,23
11/21/20,6.93,0.02,0,0,49,53,40,360,12.1
11/22/20,8.72,0.42,0,0,46,62,38,300,21.9
11/23/20,9.62,0,0,0,40,42,34,300,23.9
11/24/20,3.8,0,0,0,36,42,28,120,8.9
11/25/20,6.04,0.33,0,0,44,56,38,150,12.1
11/26/20,7.61,0.12,0,0,51,54,48,210,18.1
11/27/20,3.58,0,0,0,48,50,43,310,12.1
11/28/20,6.49,0,0,0,43,46,32,310,17
11/29/20,2.46,0,0,0,39,52,28,140,8.9
11/30/20,8.72,0.34,0,0,41,44,33,320,21
12/1/20,12.75,0.52,6.8,2,31,33,28,260,18.1
12/2/20,11.41,0,0,5.9,31,35,29,280,21
12/3/20,7.61,0,0,3.1,31,40,23,210,17
12/4/20,6.71,0,0,2,38,42,35,210,16.1
12/5/20,10.51,0,0,0,37,39,32,290,21
12/6/20,7.61,0,0,0,31,32,29,300,15
12/7/20,8.5,0,0,0,30,32,26,320,16.1
12/8/20,10.51,0,0,0,31,33,30,280,19.9
12/9/20,8.05,0,0,0,33,40,30,240,17
12/10/20,3.13,0,0,0,40,49,33,160,8.9
12/11/20,4.03,0,0,0,43,61,30,210,16.1
12/12/20,8.05,0.03,0,0,49,58,37,210,18.1
12/13/20,7.61,0,0,0,45,54,36,270,21.9
12/14/20,9.17,0.01,0,0,35,37,29,310,23.9
12/15/20,5.82,0,0,0,29,32,24,70,13
12/16/20,8.72,0.66,9.3,0,29,31,27,130,18.1
12/17/20,2.91,0.17,1.4,9.8,29,31,26,230,8.1
12/18/20,5.14,0.02,0.3,7.9,30,32,28,340,12.1
12/19/20,5.82,0,0,5.9,30,34,26,130,10.1
12/20/20,5.82,0.33,1.3,5.9,33,36,32,210,13
12/21/20,7.38,0.04,0,5.1,36,37,34,210,15
12/22/20,10.07,0.07,0,2,36,38,32,300,23
12/23/20,8.05,0,0,1.2,37,51,26,170,16.1
12/24/20,12.08,1.02,1.5,0,48,51,23,330,23.9
12/25/20,11.41,0.26,5.1,3.9,20,23,14,270,21
12/26/20,9.62,0.04,0.4,3.9,16,22,12,230,18.1
12/27/20,5.37,0,0,3.9,25,42,15,160,14.1
12/28/20,13.42,0,0,1.2,41,48,31,220,28
12/29/20,7.61,0.01,0.2,0,30,34,23,320,19.9
12/30/20,10.07,0.15,0,0,37,53,29,220,21.9
12/31/20,6.26,0.2,1.2,1.2,36,42,28,290,23.9
1/1/21,8.28,0.67,0,0,31,42,28,110,16.1
1/2/21,9.62,0.04,0,0,42,49,36,300,21
1/3/21,5.82,0.44,0,0,37,41,35,290,13
1/4/21,2.24,0.02,0,0,35,36,32,230,12.1
1/5/21,5.37,0.04,0.2,0,33,35,31,310,12.1
1/6/21,8.72,0,0,0,34,36,30,350,14.1
1/7/21,6.71,0,0,0,32,34,27,10,13
1/8/21,7.61,0,0,0,29,34,26,10,13
1/9/21,7.16,0,0,0,28,38,20,300,12.1
1/10/21,2.91,0,0,0,29,37,21,340,10.1
1/11/21,5.59,0,0,0,30,39,23,250,15
1/12/21,7.83,0,0,0,28,29,25,230,16.1
1/13/21,7.38,0,0,0,30,43,22,220,16.1
1/14/21,5.82,0,0,0,40,45,34,200,14.1
1/15/21,7.61,0.13,0,0,39,46,28,130,25.1
1/16/21,3.8,0.21,3.2,0,30,32,25,270,15
1/17/21,7.83,0.11,0.9,2,32,35,30,240,14.1
1/18/21,8.95,0.02,0.2,2,31,32,29,290,19.9
1/19/21,8.95,0,0.2,1.2,31,37,29,280,17
1/20/21,10.96,0.02,0.4,1.2,29,34,18,310,23
1/21/21,11.63,0,0,0,31,44,19,260,23
1/22/21,12.53,0.01,0.1,0,34,37,25,280,21.9
1/23/21,9.62,0.01,0.1,0,22,25,16,330,21
1/24/21,3.58,0,0,0,20,27,12,100,10.1
1/25/21,4.92,0.04,0.2,0,28,33,25,90,12.1
1/26/21,10.96,0.1,0,0,35,43,31,290,21.9
1/27/21,10.51,0,0,0,31,33,25,310,19.9
1/28/21,14.32,0.02,0.8,0,23,25,18,300,21.9
1/29/21,10.74,0,0,0,20,26,13,300,18.1
1/30/21,3.13,0,0,0,19,30,8,90,12.1
1/31/21,10.07,0.39,4.5,1.2,29,32,27,100,17
2/1/21,8.5,0.22,2.5,5.1,29,32,27,350,15
2/2/21,17,0.12,1.9,5.9,27,30,22,330,28
2/3/21,15.66,0,0,5.9,28,33,17,320,25.1
2/4/21,5.82,0.05,0.3,5.1,22,38,8,200,18.1
2/5/21,13.42,0.04,0.1,3.9,33,38,28,240,25.9
2/6/21,8.05,0.01,0.1,3.9,27,31,17,230,19.9
2/7/21,9.17,0,0,3.9,22,25,12,310,19.9
2/8/21,2.91,0.07,1,3.9,17,28,10,310,8.9
2/9/21,5.59,0.26,3.4,7.1,25,29,22,340,13
2/10/21,7.38,0.1,1.1,7.1,23,26,18,30,14.1
2/11/21,9.62,0.02,0.2,7.1,23,27,19,340,18.1
2/12/21,7.61,0,0,7.1,24,28,21,60,14.1
2/13/21,6.71,0,0,7.1,25,28,24,100,14.1
2/14/21,6.26,0,0,7.1,25,27,23,290,14.1
2/15/21,8.95,0.65,1.5,5.9,25,33,20,60,15
2/16/21,10.29,0.13,1.6,5.9,28,34,10,240,21.9
2/17/21,3.58,0.02,0.2,7.1,15,27,8,40,8.9
2/18/21,6.04,0.08,0.9,7.1,25,29,22,110,13
2/19/21,7.61,0.02,0.6,7.9,26,27,19,270,16.1
2/20/21,8.72,0,0.1,7.9,19,23,8,290,21
2/21/21,4.25,0,0,7.9,17,34,2,140,12.1
2/22/21,12.08,0.11,0.6,7.1,35,41,32,260,23
2/23/21,12.3,0.01,0,5.9,38,45,33,290,28
2/24/21,9.84,0.08,0,3.9,43,63,29,300,28
2/25/21,9.17,0,0,0,38,44,28,350,21
2/26/21,7.16,0,0,0,34,43,23,110,17
2/27/21,6.04,0.03,0,0,44,51,36,280,15
2/28/21,7.16,0.8,0,0,44,59,37,140,17
3/1/21,18.12,0.21,0.1,0,46,58,27,300,35.1
3/2/21,6.26,0,0,0,28,38,19,310,17
3/3/21,8.72,0,0,0,38,55,26,230,18.1
3/4/21,12.97,0,0,0,37,41,22,340,25.1
3/5/21,11.86,0,0,0,26,37,18,310,23.9
3/6/21,10.29,0,0,0,29,39,23,320,21.9
3/7/21,3.58,0,0,0,28,41,15,320,17
3/8/21,6.26,0,0,0,33,54,18,210,15
3/9/21,8.05,0,0,0,53,64,45,280,17
3/10/21,6.93,0,0,0,53,68,38,200,21.9
3/11/21,11.86,0.24,0,0,60,63,55,210,23
3/12/21,11.41,0.06,0,0,52,59,38,300,23.9
3/13/21,7.38,0,0,0,39,49,26,310,15
3/14/21,12.75,0,0,0,41,53,28,330,30
3/15/21,9.17,0,0,0,31,41,21,90,15
3/16/21,6.04,0,0,0,46,61,40,130,13
3/17/21,3.8,0,0,0,48,65,33,140,12.1
3/18/21,12.53,2.19,0,0,49,54,37,30,29.1
3/19/21,11.63,0,0,0,38,47,29,10,21.9
3/20/21,5.37,0,0,0,40,57,26,100,14.1
3/21/21,5.59,0,0,0,47,64,29,140,12.1
3/22/21,4.92,0,0,0,52,66,35,120,13
3/23/21,8.5,0,0,0,53,67,36,140,21
3/24/21,7.61,0.05,0,0,60,73,52,210,17
3/25/21,5.37,0,0,0,62,72,48,200,23
3/26/21,13.87,0.05,0,0,58,64,48,240,36
3/27/21,2.91,0,0,0,53,68,41,160,12.1
3/28/21,14.76,0.78,0,0,55,60,36,280,38
3/29/21,8.72,0,0,0,40,51,34,280,21
3/30/21,8.5,0,0,0,51,72,35,200,21.9
3/31/21,9.17,0.3,0,0,56,63,38,320,19.9
4/1/21,16.55,0.09,0.8,0,35,39,24,310,30
4/2/21,12.53,0,0,0,29,40,20,330,25.9
4/3/21,5.37,0,0,0,36,54,21,200,16.1
4/4/21,9.62,0,0,0,54,67,43,300,21
4/5/21,3.36,0,0,0,53,70,35,30,13
4/6/21,3.58,0,0,0,62,77,45,280,15
4/7/21,4.03,0,0,0,67,81,54,340,15
4/8/21,8.95,0.08,0,0,69,82,55,140,25.1
4/9/21,8.5,0,0,0,64,74,57,200,19.9
4/10/21,10.96,0.38,0,0,65,80,52,160,25.9
4/11/21,8.95,0.13,0,0,62,66,51,240,18.1
4/12/21,7.16,0.12,0,0,52,56,45,310,19.9
4/13/21,3.36,0,0,0,53,68,42,220,14.1
4/14/21,5.59,0.01,0,0,56,63,49,210,17
4/15/21,10.74,0.02,0,0,47,50,38,300,21
4/16/21,8.72,0.05,0,0,41,45,39,290,19.9
4/17/21,4.47,0,0,0,43,52,36,20,12.1
4/18/21,4.03,0.06,0,0,45,59,31,310,17
4/19/21,6.04,0.03,0,0,52,64,38,240,17
4/20/21,9.62,0,0,0,54,64,38,360,23
4/21/21,12.97,0.15,1.6,1.2,37,40,32,330,29.1
4/22/21,12.3,0,0,0,37,46,31,290,25.9
4/23/21,7.61,0,0,0,45,60,32,300,21
4/24/21,3.58,0.12,0,0,49,59,34,160,14.1
4/25/21,10.96,0.02,0,0,51,61,39,320,23.9
4/26/21,3.8,0,0,0,45,63,31,150,8.9
4/27/21,8.28,0,0,0,63,82,44,240,21
4/28/21,8.72,0.04,0,0,72,78,66,230,18.1
4/29/21,11.63,1.27,0,0,65,70,50,240,28
4/30/21,16.11,0.1,0,0,51,57,39,300,33.1
5/1/21,7.38,0,0,0,47,63,32,210,19.9
5/2/21,10.96,0,0,0,66,79,59,210,21
5/3/21,6.26,0.45,0,0,63,68,56,220,18.1
5/4/21,7.61,0.24,0,0,66,72,58,220,19.9
5/5/21,11.86,0.28,0,0,54,58,41,320,23
5/6/21,4.03,0,0,0,47,58,36,300,15
5/7/21,6.93,0.18,0,0,48,53,42,310,17
