DATE,Wind,Precip,Snow,SnowDepth,Temp,TempHigh,TempLow,FastestWindDirection,FastestWindSpeed
9/5/18,4.03,0,0,0,83,94,72,220,13
9/6/18,4.7,0,0,0,80,87,73,320,23
9/7/18,6.49,0.02,0,0,78,87,71,20,14.1
9/8/18,10.29,1.02,0,0,68,72,56,100,21
9/9/18,14.54,3.73,0,0,58,60,56,90,21.9
9/10/18,9.17,0.86,0,0,64,74,60,120,19.9
9/11/18,3.13,0.01,0,0,65,69,59,350,10.1
9/12/18,3.8,0,0,0,65,75,59,110,8.9
9/13/18,5.14,0,0,0,73,83,65,90,12.1
9/14/18,6.04,0,0,0,74,82,67,110,13
9/15/18,5.59,0,0,0,74,81,66,120,12.1
9/16/18,6.71,0,0,0,72,82,64,120,14.1
9/17/18,6.93,0.89,0,0,69,70,67,70,17
9/18/18,5.59,0.02,0,0,71,82,65,290,14.1
9/19/18,3.58,0.05,0,0,71,81,62,360,13
9/20/18,3.8,0,0,0,70,84,58,150,8.9
9/21/18,11.18,0.51,0,0,76,86,68,300,33.1
9/22/18,6.71,0,0,0,62,68,55,20,17
9/23/18,5.82,0,0,0,58,67,52,90,12.1
9/24/18,11.41,0.36,0,0,61,68,56,140,21.9
9/25/18,7.38,0.81,0,0,64,71,60,210,14.1
9/26/18,9.4,0.14,0,0,69,74,52,320,21
9/27/18,4.92,0.08,0,0,57,63,51,140,16.1
9/28/18,4.7,0,0,0,60,70,54,210,14.1
9/29/18,3.58,0,0,0,57,65,49,340,12.1
9/30/18,2.68,0,0,0,58,75,47,180,12.1
10/1/18,3.8,0,0,0,66,78,56,230,13
10/2/18,7.83,0.66,0,0,70,76,64,220,17
10/3/18,4.47,0,0,0,67,75,60,350,12.1
10/4/18,10.07,0.56,0,0,70,77,53,360,25.9
10/5/18,4.03,0,0,0,57,67,50,360,13
10/6/18,5.14,0.11,0,0,70,81,65,330,15
10/7/18,2.91,0,0,0,72,83,64,330,13
10/8/18,4.7,0,0,0,74,85,64,150,14.1
10/9/18,6.04,0,0,0,74,83,65,150,15
10/10/18,6.71,0.02,0,0,72,81,65,200,15
10/11/18,9.17,0.04,0,0,68,71,51,310,23
10/12/18,9.4,0.12,0,0,49,52,44,300,19.9
10/13/18,7.38,0.11,0,0,44,47,39,290,17
10/14/18,4.47,0.01,0,0,45,56,39,160,10.1
10/15/18,10.74,0.17,0,0,56,64,44,310,21
10/16/18,6.49,0,0,0,44,52,34,220,12.1
10/17/18,13.2,0,0,0,46,56,40,280,25.9
10/18/18,5.82,0,0,0,43,50,33,280,14.1
10/19/18,5.37,0.1,0,0,43,58,31,260,15
10/20/18,12.3,0.11,0,0,50,58,38,300,36.9
10/21/18,10.96,0,0,0,39,41,30,310,28
10/22/18,6.04,0,0,0,39,55,30,210,18.1
10/23/18,10.96,0,0,0,49,57,38,300,25.1
10/24/18,7.16,0,0,0,42,48,32,350,17
10/25/18,1.79,0,0,0,37,46,29,340,10.1
10/26/18,10.07,0.33,0,0,42,50,37,100,18.1
10/27/18,6.93,0.67,0,0,43,46,41,90,16.1
10/28/18,9.4,0.37,0,0,44,50,40,240,23
10/29/18,10.96,0.07,0,0,44,47,41,280,21
10/30/18,4.03,0,0,0,45,56,35,230,8.9
10/31/18,7.83,0.14,0,0,56,67,47,230,23.9
11/1/18,5.37,0.11,0,0,55,66,50,210,14.1
11/2/18,10.07,0.12,0,0,54,66,42,220,21.9
11/3/18,7.61,0.11,0,0,43,48,33,300,21
11/4/18,7.38,0,0,0,41,57,31,120,19.9
11/5/18,6.49,0.13,0,0,52,61,46,130,15
11/6/18,11.18,0.56,0,0,54,65,46,230,28
11/7/18,8.95,0,0,0,47,52,35,250,19.9
11/8/18,4.25,0,0,0,38,45,28,70,10.1
11/9/18,9.4,0.72,0,0,39,45,35,280,18.1
11/10/18,13.65,0.01,0,0,31,35,24,290,28
11/11/18,2.91,0,0,0,30,41,21,210,8.9
11/12/18,2.01,0.04,0,0,32,42,24,210,13
11/13/18,9.62,0.1,0,0,36,38,31,330,19.9
11/14/18,7.16,0,0,0,29,31,26,310,17
11/15/18,6.93,0.97,1,0,30,33,29,100,15
11/16/18,9.62,0.05,0.2,1.2,31,33,31,230,21
11/17/18,5.37,0,0,1.2,35,39,32,240,13
11/18/18,4.7,0.1,0,0,38,47,34,360,10.1
11/19/18,4.03,0.45,0,0,37,38,36,300,14.1
11/20/18,8.05,0,0,0,35,36,31,270,18.1
11/21/18,11.63,0,0,0,32,33,26,240,21
11/22/18,6.26,0,0,0,24,26,21,90,14.1
11/23/18,7.83,0,0,0,31,46,23,150,13
11/24/18,6.71,0.61,0,0,38,47,32,140,15
11/25/18,6.04,0,0,0,47,52,43,270,13
11/26/18,11.41,0.35,0.5,0,43,49,30,230,23.9
11/27/18,13.42,0.09,1.1,1.2,29,30,25,280,21.9
11/28/18,13.42,0.04,0.8,1.2,25,26,23,280,23
11/29/18,5.82,0.01,0,1.2,25,31,22,270,13
11/30/18,4.25,0,0,0,34,42,30,310,13
12/1/18,9.17,0.49,0,0,38,44,35,130,16.1
12/2/18,10.29,0.04,0,0,50,63,44,300,28
12/3/18,11.86,0.08,0,0,44,49,33,270,18.1
12/4/18,7.61,0.02,0.2,0,32,33,30,340,16.1
12/5/18,6.71,0.03,0.6,0,29,31,28,290,19.9
12/6/18,11.41,0.09,1.2,0,30,36,26,310,21.9
12/7/18,5.14,0,0,1.2,27,31,18,300,16.1
12/8/18,4.25,0,0,0,23,26,18,290,14.1
12/9/18,4.25,0,0,0,23,32,19,360,8.1
12/10/18,3.58,0,0,0,23,26,17,210,10.1
12/11/18,8.5,0,0,0,26,34,22,230,16.1
12/12/18,4.92,0,0,0,32,41,25,150,14.1
12/13/18,3.36,0,0,0,40,47,30,200,13
12/14/18,3.13,0,0,0,39,51,32,150,8.1
12/15/18,10.07,1.07,0,0,46,47,41,60,19.9
12/16/18,7.83,0.52,0,0,40,41,38,60,14.1
12/17/18,12.08,0,0,0,38,40,32,310,19.9
12/18/18,6.71,0,0,0,33,37,24,350,18.1
12/19/18,2.01,0,0,0,30,46,20,160,8.9
12/20/18,4.92,1.08,0,0,35,49,25,90,16.1
12/21/18,10.51,0.48,0,0,43,49,35,320,21.9
12/22/18,11.18,0.04,0,0,34,35,32,300,23
12/23/18,6.04,0.02,0,0,35,43,29,300,18.1
12/24/18,10.51,0,0,0,33,34,28,280,21.9
12/25/18,1.12,0,0,0,27,34,21,230,8.1
12/26/18,2.68,0,0,0,34,46,27,290,10.1
12/27/18,6.93,0.23,0,0,36,49,27,130,16.1
12/28/18,9.17,0.1,0,0,50,58,44,270,25.9
12/29/18,10.29,0,0,0,38,44,30,280,19.9
12/30/18,5.82,0,0,0,33,40,30,230,15
12/31/18,6.04,0.75,0,0,35,61,29,240,29.1
1/1/19,12.97,0,0,0,48,61,35,270,36
1/2/19,3.36,0,0,0,36,40,34,250,15
1/3/19,8.5,0,0,0,35,40,31,290,25.1
1/4/19,2.91,0.11,0,0,33,41,27,30,8.1
1/5/19,9.84,0.25,0,0,40,48,34,280,18.1
1/6/19,9.4,0,0,0,40,43,29,300,18.1
1/7/19,9.4,0,0,0,34,50,27,150,18.1
1/8/19,13.65,0.07,0,0,51,59,39,300,40
1/9/19,16.78,0.06,1,0,34,39,22,290,30
1/10/19,15.21,0.01,0.4,0,22,24,20,310,21.9
1/11/19,6.49,0,0,0,23,29,19,310,15
1/12/19,4.92,0.17,2,0,24,29,21,80,8.9
1/13/19,8.95,0.04,1.3,3.1,26,29,25,50,15
1/14/19,5.14,0,0,3.1,26,34,18,300,12.1
1/15/19,9.17,0,0,3.1,26,30,21,260,16.1
1/16/19,9.17,0.01,0,1.2,28,31,26,290,17
1/17/19,5.37,0.05,0.9,1.2,27,31,24,140,8.9
1/18/19,5.59,0.01,0.1,2,32,34,30,280,14.1
1/19/19,7.61,0.74,0,2,31,35,28,90,14.1
1/20/19,19.91,0.55,3.4,2,23,34,6,320,30
1/21/19,9.4,0,0,2,6,13,-1,300,19.9
1/22/19,5.37,0,0,2,11,33,-3,100,13
1/23/19,5.14,0.46,0,2,39,45,33,180,10.1
1/24/19,13.65,0.3,0.7,0,35,47,24,290,21.9
1/25/19,10.07,0,0,1.2,22,25,10,280,23.9
1/26/19,6.71,0.08,1.1,1.2,18,24,13,210,14.1
1/27/19,12.3,0.08,1.1,2,27,32,13,280,23
1/28/19,7.61,0,0,0,20,41,6,150,13
1/29/19,11.63,0.04,0.5,0,29,43,13,230,23
1/30/19,12.97,0.03,0.4,1.2,7,15,-5,280,29.1
1/31/19,7.83,0,0,1.2,-1,9,-5,230,17
2/1/19,1.79,0.13,2.1,2,10,19,6,50,8.1
2/2/19,4.7,0,0,2,18,38,6,210,16.1
2/3/19,4.03,0,0,1.2,38,56,26,240,15
2/4/19,4.92,0.01,0,0,46,62,32,210,16.1
2/5/19,6.93,0.01,0,0,51,55,39,310,14.1
2/6/19,4.25,0.54,0,0,45,52,39,150,13
2/7/19,5.59,0.85,0,0,52,60,46,220,18.1
2/8/19,17.67,0.08,0,0,40,58,20,260,28
2/9/19,7.83,0,0,0,20,27,14,300,25.1
2/10/19,4.25,0.18,2.1,0,22,31,15,60,8.9
2/11/19,3.36,0.29,0.1,2,31,35,30,90,13
2/12/19,14.09,0.73,1,0,36,50,33,230,33.1
2/13/19,14.32,0.01,0.6,0,32,35,27,240,28
2/14/19,6.04,0,0,0,32,47,26,150,16.1
2/15/19,13.87,0.02,0,0,46,52,26,280,29.1
2/16/19,9.4,0,0,0,27,27,24,300,17
2/17/19,6.49,0.14,0,0,27,35,21,230,12.1
2/18/19,13.2,0.01,0.3,0,30,34,18,270,21.9
2/19/19,2.68,0,0,0,21,31,12,80,8.9
2/20/19,7.83,0.86,4.2,1.2,29,37,25,100,19.9
2/21/19,9.17,0,0,1.2,40,46,34,270,18.1
2/22/19,2.01,0,0,0,36,42,29,10,6.9
2/23/19,8.72,0.03,0,0,36,42,31,130,19.9
2/24/19,19.91,0.08,0,0,45,58,30,280,38
2/25/19,17.22,0,0,0,30,34,22,280,32
2/26/19,7.16,0,0,0,28,35,24,360,15
2/27/19,9.62,0,0,0,33,53,23,320,23
2/28/19,7.61,0.16,2.5,0,30,36,21,310,21
3/1/19,6.71,0.06,1.4,3.9,30,35,27,50,13
3/2/19,7.83,0,0,0,34,40,30,300,19.9
3/3/19,6.04,0.26,3.2,0,30,32,24,320,18.1
3/4/19,12.3,0.01,0.1,3.1,22,24,13,270,19.9
3/5/19,10.74,0.02,0.2,1.2,13,19,6,280,19.9
3/6/19,10.51,0,0,1.2,14,21,9,280,23.9
3/7/19,7.38,0,0,1.2,22,30,16,290,18.1
3/8/19,2.91,0,0,1.2,28,38,20,120,8.9
3/9/19,9.62,0.72,0,0,33,48,21,130,25.1
3/10/19,14.99,0.04,0,0,48,57,39,240,31.1
3/11/19,12.53,0,0,0,40,48,32,310,31.1
3/12/19,6.04,0,0,0,34,45,24,280,15
3/13/19,5.14,0,0,0,40,59,27,200,15
3/14/19,9.84,0.13,0,0,57,77,42,210,25.1
3/15/19,15.66,0.18,0,0,56,64,35,270,25.1
3/16/19,13.2,0.01,0,0,36,41,29,290,25.9
3/17/19,5.14,0,0,0,33,42,25,340,16.1
3/18/19,6.93,0,0,0,35,41,28,290,17
3/19/19,2.91,0,0,0,35,47,25,300,14.1
3/20/19,4.47,0,0,0,39,54,25,230,12.1
3/21/19,5.82,0.01,0,0,46,50,40,320,23
3/22/19,16.55,0.07,0.3,0,38,40,29,310,36
3/23/19,9.84,0,0,0,33,46,22,320,23.9
3/24/19,4.92,0.04,0,0,40,56,27,280,23
3/25/19,7.38,0.26,0,0,45,46,30,340,21
3/26/19,8.05,0,0,0,34,46,25,360,14.1
3/27/19,3.58,0,0,0,39,56,23,160,13
3/28/19,7.38,0,0,0,49,61,37,230,18.1
3/29/19,6.26,0.19,0,0,54,58,50,240,15
3/30/19,8.72,0.17,0,0,57,67,40,320,30
3/31/19,14.76,0.2,0,0,38,40,26,310,23.9
4/1/19,6.71,0,0,0,31,42,23,340,17
4/2/19,4.25,0,0,0,38,54,25,210,15
4/3/19,12.3,0,0,0,46,58,34,300,29.1
4/4/19,5.14,0,0,0,47,56,38,50,16.1
4/5/19,8.5,0.12,0,0,48,55,42,150,18.1
4/6/19,1.79,0,0,0,53,66,45,360,8.1
4/7/19,5.14,0.07,0,0,57,71,43,200,17
4/8/19,9.17,0,0,0,64,68,55,230,17
4/9/19,13.65,0,0,0,61,69,47,310,29.1
4/10/19,8.72,0,0,0,50,56,40,10,17
4/11/19,10.74,0,0,0,51,72,40,120,18.1
4/12/19,10.29,0.19,0,0,63,75,57,270,25.9
4/13/19,4.92,0,0,0,60,69,48,220,15
4/14/19,10.07,0.9,0,0,59,75,47,280,38
4/15/19,15.21,0,0,0,46,57,35,280,28
4/16/19,8.5,0,0,0,48,67,37,210,18.1
4/17/19,4.03,0,0,0,64,74,52,210,15
4/18/19,8.5,0,0,0,68,79,59,180,25.9
4/19/19,8.72,0.22,0,0,66,71,49,200,23.9
4/20/19,7.83,0.56,0,0,56,66,49,300,18.1
4/21/19,7.61,0.07,0,0,49,53,44,290,15
4/22/19,2.01,0,0,0,54,69,46,200,8.1
4/23/19,10.51,0.03,0,0,62,77,49,230,23.9
4/24/19,6.49,0,0,0,57,66,44,330,19.9
4/25/19,4.47,0.24,0,0,56,61,49,100,13
4/26/19,13.2,0.64,0,0,57,60,46,300,31.1
4/27/19,13.2,0.05,0,0,49,59,41,300,29.1
4/28/19,8.72,0.13,0,0,46,52,39,340,21
4/29/19,8.28,0.01,0,0,50,70,34,120,18.1
4/30/19,6.26,0.21,0,0,57,62,51,320,23.9
5/1/19,9.17,0,0,0,66,85,54,220,23
5/2/19,5.59,0.7,0,0,69,79,61,290,30
5/3/19,3.58,0.2,0,0,65,71,61,330,14.1
5/4/19,6.93,0.12,0,0,60,64,54,320,13
5/5/19,7.83,0.1,0,0,56,64,50,320,14.1
5/6/19,3.8,0,0,0,59,73,44,300,13
5/7/19,6.71,0,0,0,64,79,48,10,21
5/8/19,7.38,0,0,0,62,77,50,130,16.1
5/9/19,9.84,0.2,0,0,69,80,61,200,21
5/10/19,9.62,0.11,0,0,66,72,51,330,19.9
5/11/19,7.61,0.22,0,0,55,64,46,110,16.1
5/12/19,5.82,0.38,0,0,54,57,51,30,12.1
5/13/19,10.29,0.07,0,0,53,56,44,320,21.9
5/14/19,8.5,0.01,0,0,47,56,42,320,21
5/15/19,6.71,0,0,0,54,69,42,230,17
5/16/19,7.61,0.03,0,0,62,74,51,280,17
5/17/19,6.71,0.16,0,0,66,74,60,230,16.1
5/18/19,5.37,0.15,0,0,66,82,56,240,23.9
5/19/19,9.62,0.02,0,0,73,86,61,230,21.9
5/20/19,13.65,0,0,0,69,74,53,290,25.1
5/21/19,6.49,0,0,0,54,60,45,10,17
5/22/19,7.83,0,0,0,60,80,47,150,15
5/23/19,10.07,0.08,0,0,73,80,64,220,21.9
5/24/19,6.49,0,0,0,69,78,54,320,18.1
5/25/19,6.93,0.06,0,0,72,84,58,300,31.1
5/26/19,6.26,0.07,0,0,70,79,62,280,28
5/27/19,4.7,0,0,0,68,77,61,320,14.1
5/28/19,8.5,0.51,0,0,73,84,64,320,21
5/29/19,7.16,1.93,0,0,71,82,65,300,33.1
5/30/19,8.05,0.85,0,0,68,73,60,250,19.9
5/31/19,4.7,0,0,0,66,77,57,320,13
6/1/19,7.61,0.11,0,0,67,77,57,30,32
6/2/19,9.17,0.29,0,0,64,72,50,340,23
6/3/19,9.62,0,0,0,57,65,47,310,21
6/4/19,4.92,0,0,0,58,74,43,200,15
6/5/19,8.05,0.05,0,0,67,72,59,220,21
6/6/19,7.83,0,0,0,69,78,65,20,14.1
6/7/19,7.16,0,0,0,68,77,60,50,15
6/8/19,10.74,0,0,0,70,81,61,120,19.9
6/9/19,13.65,0.03,0,0,73,79,65,130,23.9
6/10/19,11.41,0.35,0,0,69,79,59,310,25.9
6/11/19,9.84,0,0,0,63,74,50,320,21.9
6/12/19,8.05,0,0,0,63,76,47,130,21
6/13/19,10.74,0.17,0,0,63,69,52,280,23.9
6/14/19,10.51,0.11,0,0,59,71,50,290,21
6/15/19,7.16,0.02,0,0,63,74,54,230,21
6/16/19,8.5,0.74,0,0,69,77,64,240,19.9
6/17/19,5.82,0.61,0,0,69,76,66,230,15
6/18/19,5.82,0.25,0,0,71,75,65,300,16.1
6/19/19,3.8,0.13,0,0,71,80,66,200,10.1
6/20/19,8.5,1.06,0,0,70,75,63,300,23.9
6/21/19,11.86,0.08,0,0,67,75,57,290,21.9
6/22/19,3.8,0,0,0,65,77,51,350,13
6/23/19,3.58,0,0,0,68,80,52,190,12.1
6/24/19,6.93,1.92,0,0,73,84,64,250,25.1
6/25/19,9.4,0,0,0,72,81,67,290,18.1
6/26/19,7.83,0,0,0,75,85,67,280,15
6/27/19,2.91,0.48,0,0,75,89,66,330,21.9
6/28/19,3.8,0,0,0,74,87,63,230,13
6/29/19,6.93,0.02,0,0,78,88,69,360,19.9
6/30/19,10.07,0,0,0,74,84,65,320,21.9
7/1/19,2.68,0,0,0,71,84,56,310,12.1
7/2/19,6.93,0.19,0,0,78,90,68,300,23.9
7/3/19,3.8,0.18,0,0,73,83,66,300,21.9
7/4/19,3.36,0.06,0,0,77,88,69,120,15
7/5/19,2.68,0.42,0,0,75,83,69,170,17
7/6/19,3.8,0.9,0,0,76,89,68,10,33.1
7/7/19,4.92,0.57,0,0,73,80,70,30,14.1
7/8/19,6.04,0,0,0,74,84,68,10,13
7/9/19,2.68,0,0,0,76,88,65,90,8.9
7/10/19,2.91,0,0,0,79,89,68,240,12.1
7/11/19,5.59,2.32,0,0,74,76,65,280,25.9
7/12/19,6.71,0,0,0,71,80,65,320,16.1
7/13/19,5.37,0,0,0,73,85,61,290,16.1
7/14/19,6.71,0,0,0,76,83,67,330,16.1
7/15/19,2.01,0,0,0,74,86,60,230,10.1
7/16/19,6.71,0.02,0,0,78,86,71,210,16.1
7/17/19,6.26,0.88,0,0,75,79,70,240,14.1
7/18/19,4.7,0,0,0,76,87,69,290,13
7/19/19,6.93,0,0,0,79,87,74,230,15
7/20/19,6.04,0.11,0,0,81,90,76,240,16.1
7/21/19,5.37,0.69,0,0,81,89,70,290,33.1
7/22/19,7.61,0.45,0,0,71,75,64,350,25.1
7/23/19,9.4,0,0,0,69,78,59,320,18.1
7/24/19,6.49,0,0,0,67,78,56,360,18.1
7/25/19,2.01,0,0,0,69,81,57,360,8.9
7/26/19,2.46,0,0,0,71,84,58,120,12.1
7/27/19,5.14,0,0,0,74,84,62,240,15
7/28/19,7.83,0,0,0,77,85,70,240,16.1
7/29/19,7.16,0,0,0,78,87,71,210,15
7/30/19,6.93,0.13,0,0,76,81,66,30,18.1
7/31/19,4.47,0,0,0,73,85,65,320,21
8/1/19,5.37,0,0,0,74,85,65,10,12.1
8/2/19,5.14,0.02,0,0,76,88,66,120,19.9
8/3/19,4.92,0,0,0,73,84,63,300,14.1
8/4/19,3.36,0,0,0,74,85,60,20,16.1
8/5/19,2.01,0.29,0,0,74,86,64,260,19.9
8/6/19,5.82,0.23,0,0,76,86,66,10,21.9
8/7/19,5.82,0,0,0,71,82,65,230,21
8/8/19,6.26,0.38,0,0,72,82,64,260,13
8/9/19,7.61,0,0,0,71,78,61,280,18.1
8/10/19,5.37,0,0,0,68,80,59,340,18.1
8/11/19,2.24,0,0,0,68,80,55,180,8.1
8/12/19,4.25,0.01,0,0,72,85,58,340,15
8/13/19,3.8,0.49,0,0,70,72,66,10,10.1
8/14/19,5.82,0,0,0,73,83,66,300,13
8/15/19,2.91,0.06,0,0,72,83,63,210,13
8/16/19,4.25,0,0,0,73,82,64,230,14.1
8/17/19,5.14,0,0,0,74,86,63,210,17
8/18/19,5.82,0,0,0,77,89,67,210,16.1
8/19/19,5.37,0.03,0,0,77,86,67,300,30
8/20/19,4.03,0.12,0,0,77,88,67,300,31.1
8/21/19,6.71,0.12,0,0,75,82,69,260,17
8/22/19,6.71,0.04,0,0,74,81,66,10,17
8/23/19,8.5,0,0,0,67,73,62,10,17
8/24/19,6.49,0,0,0,65,75,56,40,15
8/25/19,6.93,0,0,0,64,75,53,150,19.9
8/26/19,9.62,0,0,0,66,75,57,120,21
8/27/19,7.16,0.14,0,0,67,74,62,210,16.1
8/28/19,7.61,0.52,0,0,73,80,60,280,19.9
8/29/19,5.82,0,0,0,67,78,56,280,17
8/30/19,8.95,0,0,0,72,83,64,280,21
8/31/19,6.49,0,0,0,70,77,62,30,14.1
9/1/19,8.28,3.38,0,0,68,77,62,290,38.9
9/2/19,4.7,0.15,0,0,69,76,63,310,14.1
9/3/19,4.25,0,0,0,70,81,60,210,15
9/4/19,8.72,0,0,0,74,82,60,10,18.1
9/5/19,6.71,0,0,0,65,77,54,360,13
9/6/19,5.59,0,0,0,66,79,55,300,14.1
9/7/19,6.04,0,0,0,65,74,56,290,16.1
9/8/19,3.8,0,0,0,64,74,54,340,10.1
9/9/19,3.58,0,0,0,67,77,56,20,13
9/10/19,3.36,0,0,0,71,86,56,230,10.1
9/11/19,3.8,0,0,0,77,90,66,260,15
9/12/19,6.71,0.13,0,0,77,85,68,320,23
9/13/19,10.29,0,0,0,74,86,64,140,19.9
9/14/19,6.49,0,0,0,71,79,58,300,17
9/15/19,1.57,0,0,0,66,80,53,280,8.1
9/16/19,5.59,0,0,0,72,84,64,360,15
9/17/19,6.93,0,0,0,71,80,61,50,13
9/18/19,6.04,0,0,0,66,77,55,60,15
9/19/19,6.26,0,0,0,64,76,50,140,15
9/20/19,1.34,0,0,0,66,82,52,160,8.1
9/21/19,2.91,0,0,0,73,86,63,290,13
9/22/19,5.37,0,0,0,75,87,64,210,16.1
9/23/19,8.28,0.02,0,0,72,74,60,230,17
9/24/19,5.37,0,0,0,63,73,52,300,15
9/25/19,4.7,0,0,0,63,77,48,210,14.1
9/26/19,6.71,0,0,0,68,78,53,300,23
9/27/19,4.47,0,0,0,63,82,47,140,15
9/28/19,6.04,0.31,0,0,72,83,64,340,23.9
9/29/19,4.92,0,0,0,68,75,62,50,10.1
9/30/19,2.91,1.35,0,0,69,79,65,20,13
10/1/19,4.92,0,0,0,76,88,67,280,16.1
10/2/19,6.04,0,0,0,76,85,69,310,16.1
10/3/19,8.95,0.48,0,0,76,89,64,340,21
10/4/19,10.29,0,0,0,62,64,46,360,21.9
10/5/19,10.74,0,0,0,53,68,43,130,18.1
10/6/19,5.14,0.34,0,0,60,67,54,340,14.1
10/7/19,3.58,1.12,0,0,57,62,50,360,15
10/8/19,5.59,0,0,0,55,66,48,90,15
10/9/19,5.37,0,0,0,56,68,46,120,12.1
10/10/19,3.8,0,0,0,58,72,45,130,8.9
10/11/19,5.82,0,0,0,61,74,50,120,13
10/12/19,8.05,0.03,0,0,57,63,39,300,21
10/13/19,5.14,0,0,0,47,65,34,210,14.1
10/14/19,7.38,0,0,0,54,62,45,290,17
10/15/19,3.8,0,0,0,51,67,37,140,14.1
10/16/19,10.07,1.2,0,0,52,59,45,290,23
10/17/19,14.54,0.03,0,0,45,51,42,310,28
10/18/19,5.82,0,0,0,47,56,38,320,16.1
10/19/19,2.46,0,0,0,46,63,32,140,8.9
10/20/19,1.79,0,0,0,55,69,47,150,6.9
10/21/19,7.83,0,0,0,55,72,43,120,19.9
10/22/19,5.82,0.52,0,0,60,63,48,150,16.1
10/23/19,8.28,0,0,0,51,58,44,270,21.9
10/24/19,5.14,0,0,0,52,68,38,220,14.1
10/25/19,2.46,0,0,0,51,59,42,210,8.1
10/26/19,7.61,0.37,0,0,51,55,46,110,16.1
10/27/19,10.29,0.53,0,0,58,63,47,250,25.1
10/28/19,2.24,0,0,0,53,67,40,120,10.1
10/29/19,5.82,0,0,0,57,71,47,240,17
10/30/19,4.7,0.6,0,0,55,63,47,150,10.1
10/31/19,11.41,1.97,0,0,61,68,35,230,31.1
11/1/19,8.5,0,0,0,38,42,31,270,25.9
11/2/19,6.93,0,0,0,36,49,26,250,18.1
11/3/19,6.49,0,0,0,41,47,32,270,17
11/4/19,6.49,0,0,0,42,55,33,210,21.9
11/5/19,5.14,0.13,0,0,47,52,36,300,14.1
11/6/19,3.8,0,0,0,39,50,30,200,12.1
11/7/19,7.61,0.37,0,0,42,47,29,310,18.1
11/8/19,8.5,0,0,0,30,36,23,300,18.1
11/9/19,4.7,0,0,0,29,39,22,220,14.1
11/10/19,6.93,0,0,0,42,54,35,220,16.1
11/11/19,6.71,0.1,0,0,49,62,33,320,23
11/12/19,14.32,0.13,3,1.2,32,33,17,290,25.9
11/13/19,3.58,0,0,2,19,27,12,180,10.1
11/14/19,5.59,0,0,0,30,42,24,210,16.1
11/15/19,5.14,0,0,0,32,43,24,20,14.1
11/16/19,8.28,0,0,0,35,42,29,50,15
11/17/19,7.38,0,0,0,35,47,26,100,14.1
11/18/19,2.91,0,0,0,38,52,32,80,8.1
11/19/19,1.12,0,0,0,37,42,32,260,6.9
11/20/19,6.04,0,0,0,40,43,29,300,16.1
11/21/19,6.71,0,0,0,36,54,27,230,23
11/22/19,11.41,0.15,0,0,47,53,28,320,30
11/23/19,4.25,0.56,0,0,33,43,24,90,13
11/24/19,9.62,0.07,0,0,36,40,33,320,18.1
11/25/19,7.61,0,0,0,41,52,33,210,16.1
11/26/19,4.7,0,0,0,49,58,42,230,13
11/27/19,14.99,0.12,0,0,51,62,37,270,33.1
11/28/19,14.54,0,0,0,38,39,35,290,32
11/29/19,5.59,0,0,0,35,38,32,330,12.1
11/30/19,5.59,0.02,0,0,36,41,33,100,16.1
12/1/19,9.62,0.57,0,0,41,50,36,300,19.9
12/2/19,10.29,0,0,0,36,38,31,320,21.9
12/3/19,9.17,0.05,0.6,0,32,33,31,310,16.1
12/4/19,11.63,0.06,0.6,0,33,35,31,290,25.1
12/5/19,10.07,0.01,0.2,0,35,41,29,290,21.9
12/6/19,8.95,0,0,0,37,46,29,330,23.9
12/7/19,2.91,0,0,0,31,37,22,350,8.9
12/8/19,6.26,0,0,0,34,49,24,170,13
12/9/19,9.4,0.88,0,0,49,56,44,220,21
12/10/19,11.86,0.13,0,0,46,57,27,270,23.9
12/11/19,10.51,0.01,0,0,25,28,19,240,19.9
12/12/19,4.47,0,0,0,25,36,15,140,15
12/13/19,4.03,0.04,0,0,32,39,28,160,10.1
12/14/19,9.4,0.48,0,0,37,39,34,300,18.1
12/15/19,9.4,0,0,0,34,38,29,300,29.1
12/16/19,6.49,0.11,0.5,1.2,31,35,28,50,10.1
12/17/19,11.41,0.3,0,0,32,33,23,290,21.9
12/18/19,14.32,0.05,2,0,24,27,15,290,32
12/19/19,5.82,0,0,1.2,17,27,9,200,14.1
12/20/19,2.01,0,0,1.2,24,35,15,120,8.9
12/21/19,2.24,0,0,0,31,47,22,200,8.1
12/22/19,2.46,0,0,0,36,50,24,280,10.1
12/23/19,1.12,0,0,0,38,56,24,240,6.9
12/24/19,2.01,0,0,0,33,34,26,40,6.9
12/25/19,1.79,0,0,0,34,50,28,160,6.9
12/26/19,3.58,0,0,0,44,62,31,230,13
12/27/19,6.71,0.02,0,0,55,58,41,230,13
12/28/19,2.24,0,0,0,43,47,38,330,12.1
12/29/19,4.25,0.52,0,0,45,56,40,100,8.9
12/30/19,11.86,0.18,0,0,54,60,37,230,30
12/31/19,11.41,0.11,0.7,0,37,38,29,240,21.9
1/1/20,8.28,0.03,0,1.2,32,38,28,260,21
1/2/20,7.83,0.08,0,0,36,48,28,200,18.1
1/3/20,1.79,0.94,0,0,48,51,45,190,8.1
1/4/20,9.84,0.24,0.1,0,44,49,32,320,21.9
1/5/20,11.41,0.02,0,0,31,37,29,320,25.9
1/6/20,10.51,0,0,0,37,42,34,280,19.9
